r (m) ,0,0.25,0.5,0,0.25,0.5,0,0.25,0.5,0,0.25,0.5,0,0.25,0.5
z (m) ,0,0,0,0.25,0.25,0.25,0.5,0.5,0.5,0.75,0.75,0.75,1,1,1
,,,,,,,,,,,,,,,
t (hr) ,T (degC) ,,,,,,,,,,,,,,
0,27.99260474,28.00054422,28.00299988,27.99801445,28.00595799,28.00841211,27.99804543,28.00586502,28.00819566,27.99810692,28.00568052,28.00776612,27.99278813,27.99999393,28.00171868
0.1,23.4676054,36.2084457,43.3568676,24.97872074,40.64589586,49.07378304,25.02586679,40.44856089,48.71267097,25.11942319,40.05697028,47.99608186,23.69255271,35.28290059,41.64609534
0.2,21.5039166,44.35197174,55.68652691,23.01340492,53.34131796,67.49591844,23.09121908,52.94587518,66.83789148,23.2456331,52.16116034,65.53210582,21.85045971,42.65589625,52.81307204
0.3,20.29877161,51.9053711,65.76699686,21.74973762,66.08408178,83.92977518,21.84727179,65.48979453,83.00907195,22.04081537,64.31048737,81.1820283,20.71689406,49.51977819,61.97324189
0.4,19.49804677,59.07648258,74.5750356,20.95284259,78.85594797,99.14514184,21.0628174,78.06237299,97.98214795,21.28103198,76.48756145,95.67427711,19.95966494,56.04920517,69.99183928
0.5,19.00913375,65.91961513,82.38016344,20.57101701,91.64904815,113.3410309,20.68696921,90.65588929,111.9525824,20.91698772,88.68488081,109.1972229,19.49213827,62.28993382,77.10811114
0.6,18.70133985,72.55905728,89.59559103,20.45203958,104.4512507,126.9131722,20.56988341,103.2584074,125.3095057,20.8035503,100.890879,122.126889,19.19276798,68.35077762,83.69296353
0.7,18.59659566,78.95739614,96.14530389,20.65092275,117.260139,139.7550843,20.76573091,115.8675936,137.9481427,20.99316996,113.1032522,134.3617966,19.08184696,74.19818747,89.67711913
0.8,18.68555039,85.1106341,102.0554985,21.18101585,130.069741,151.8637744,21.28768018,128.4776452,149.8655285,21.49857399,125.316308,145.8988918,19.15066085,79.82807991,95.08337945
0.9,18.94418773,91.03391898,107.4017836,22.0298017,142.8723142,163.2933701,22.12345131,141.0810586,161.114931,22.30782786,137.5226667,156.7895141,19.3769395,85.25341257,99.97932032
1,19.34869043,96.74543615,112.2600045,23.17838507,155.6594257,174.10563,23.25450546,153.6697093,171.7571809,23.4029162,149.7142919,167.0923291,19.73863889,90.48997166,104.4329899
1.1,19.8798195,102.2604597,116.6909862,24.60908097,168.4222759,184.3524908,24.66351978,166.2351862,181.8435049,24.76697798,161.8828007,176.8567055,20.21798015,95.55106573,108.4990683
1.2,20.52252143,107.5907243,120.7413603,26.30668638,181.1517206,194.0748179,26.33564385,178.7688265,191.4142937,26.38551933,174.019485,186.1215055,20.80106811,100.4469214,112.2195288
1.3,21.26468304,112.7451933,124.4476084,28.25799609,193.8382273,203.3051028,28.25802712,191.2616828,200.5017542,28.24595245,186.1152707,194.9176391,21.47672954,105.1853347,115.6272348
1.4,22.09621529,117.7308041,127.8391873,30.4512192,206.4718426,212.0698643,30.41924757,203.7044969,209.1322677,30.33703967,198.160688,203.2703424,22.23566203,109.7723177,118.748737
1.5,23.00850681,122.5529642,130.9404405,32.87559429,219.0421865,220.3911864,32.80893527,216.0876935,217.3278967,32.64852703,210.1458661,211.200639,23.06992768,114.2125322,121.6059874
1.6,23.99408635,127.215875,133.7717853,35.52115085,231.5384719,228.2876953,35.41753901,228.4013948,225.1073378,35.17091722,222.060552,218.7262672,23.97264067,118.5095746,124.2174056
1.7,25.04638934,131.7227667,136.3505325,38.3785473,243.9495446,235.7752428,38.23616759,240.6354501,232.4865837,37.89531543,233.8941487,225.862329,24.93775132,122.6661816,126.5986145
1.8,26.15958372,136.0760817,138.691497,41.43895013,256.2639384,242.8674253,41.25647088,252.7794779,239.4794231,40.81331429,245.635767,232.6217829,25.95988492,126.6843924,128.7629894
1.9,27.32843587,140.2776251,140.8074698,44.6939395,268.469939,249.5759927,44.47054615,264.8229142,246.0978329,43.91690391,257.2742863,239.0158319,27.03421792,130.5656818,130.7220816
2,28.54820636,144.3286881,142.7095869,48.13543416,280.5556525,255.9111755,47.87086293,276.755065,252.3522897,47.19840026,268.7984189,245.0542334,28.15638157,134.3110692,132.4859501
2.1,29.81456781,148.2301494,144.4076182,51.75563156,292.5090735,261.8819468,51.45020197,288.5651575,258.2520203,50.65038792,280.1967737,250.745549,29.32238618,137.921209,134.0634226
2.2,31.12353962,151.9825593,145.9101994,55.54695957,304.3181505,267.4962358,55.2016053,300.2423909,263.8052048,54.26567386,291.4579181,256.0973461,30.52856085,141.3964656,135.4623031
2.3,32.47143537,155.5862091,147.2250162,59.50203749,315.9708463,272.7611016,59.11833484,311.7759814,269.0191423,58.03725002,302.5704345,261.1163629,31.77150501,144.7369747,136.6895387
2.4,33.85481999,159.0411881,148.3589557,63.61364418,327.4551935,277.6828764,63.19383776,323.155205,273.9003885,61.95826264,313.5229724,265.8086451,33.04804889,147.9426949,137.7513559
2.5,35.27047454,162.3474315,149.3182293,67.87469186,338.759343,282.2672843,67.42171712,334.3694348,278.4548695,66.02198702,324.304294,270.1796581,34.35522115,151.01345,138.653371
2.6,36.71536704,165.5047597,150.1084748,72.27820438,349.8716077,286.519541,71.79570683,345.4081731,282.6879786,70.2218065,334.9033149,274.2343821,35.69022191,153.9489641,139.4006829
2.7,38.18662802,168.5129113,150.7348411,76.81729909,360.7804994,290.4444367,76.30965008,356.261081,286.6046565,74.55119491,345.3091392,277.9773905,37.05040032,156.7488914,139.9979489
2.8,39.68152997,171.3715701,151.2020592,81.48517155,371.4747612,294.0464069,80.95748054,366.9180022,290.2094614,79.00370169,355.5110895,281.4129175,38.43323558,159.4128405,140.4494493
2.9,41.19746993,174.0803882,151.5145025,86.27508258,381.9433944,297.329592,85.73320598,377.3689842,293.5066276,83.5729393,365.4987321,284.5449149,39.83632091,161.9403947,140.7591414
3,42.73195462,176.6390049,151.6762368,91.18034723,392.1756816,300.2978881,90.63089384,387.6042962,296.5001163,88.25257249,375.2618988,287.3771004,41.25734992,164.3311292,140.9307052
3.1,44.28258779,179.0470624,151.6910645,96.19432544,402.1612051,302.954991,95.64465852,397.6144434,299.1936601,93.03630909,384.7907044,289.9129995,42.69410487,166.5846248,140.9675827
3.2,45.8470593,181.304219,151.5625609,101.310414,411.889863,305.3044338,100.7686502,407.3901801,301.5908006,97.91789215,394.0755615,292.1559809,44.14444672,168.7004805,140.8730113
3.3,47.42313577,183.4101604,151.2941063,106.5220396,421.351881,307.3496189,105.9970451,416.922519,303.6949222,102.8910933,403.1071915,294.1092881,45.60630643,170.6783228,140.6500525
3.4,49.00865251,185.3646086,150.8889136,111.8226536,430.5378228,309.0938464,111.3240365,426.2027401,305.5092808,107.9497071,411.8766349,295.7760654,47.07767762,172.5178142,140.3016168
3.5,50.60150657,187.1673298,150.3500517,117.2057266,439.4385975,310.5403383,116.7438276,435.2223972,307.0370298,113.0875462,420.3752577,297.1593818,48.55661009,174.2186599,139.8304855
3.6,52.1996508,188.8181409,149.6804667,122.6647449,448.0454655,311.6922602,122.2506246,443.9733232,308.2812421,118.2984378,428.5947573,298.2622512,50.04120442,175.780614,139.2393286
3.7,53.80108865,190.3169147,148.8829994,128.1932077,456.3500426,312.5527393,127.8386316,452.4476343,309.2449303,123.5762202,436.5271664,299.0876501,51.52960715,177.2034838,138.5307222
3.8,55.40386985,191.6635844,147.9604013,133.7846242,464.3443028,313.124881,133.5020455,460.6377335,309.931064,128.9147408,444.1648556,299.6385329,53.02000679,178.4871341,137.7071618
3.9,57.00608661,192.8581475,146.9153484,139.4325127,472.0205802,313.411783,139.2350526,468.5363126,310.3425855,134.3078543,451.5005352,299.9178462,54.51063039,179.6314904,136.7710752
4,58.60587044,193.9006688,145.750453,145.1303989,479.3715695,313.4165479,145.0318254,476.1363545,310.4824234,139.7494218,458.5272559,299.9285402,55.99974056,180.636542,135.7248333
4.1,60.20138955,194.7912829,144.4682745,150.8718164,486.3903261,313.1422944,150.8865202,483.4311342,310.3535052,145.2333101,465.2384089,299.6735794,57.48563306,181.5023438,134.5707597
4.2,61.79084653,195.5301966,143.0713287,156.6503064,493.0702653,312.5921665,156.793276,490.4142194,309.9587675,150.7533925,471.627725,299.1559521,58.96663476,182.2290184,133.3111392
