r (m) ,0,0.071428571,0.142857143,0.214285714,0.285714286,0.357142857,0.428571429,0.5,0,0.071428571,0.142857143,0.214285714,0.285714286,0.357142857,0.428571429,0.5,0,0.071428571,0.142857143,0.214285714,0.285714286,0.357142857,0.428571429,0.5,0,0.071428571,0.142857143,0.214285714,0.285714286,0.357142857,0.428571429,0.5,0,0.071428571,0.142857143,0.214285714,0.285714286,0.357142857,0.428571429,0.5,0,0.071428571,0.142857143,0.214285714,0.285714286,0.357142857,0.428571429,0.5,0,0.071428571,0.142857143,0.214285714,0.285714286,0.357142857,0.428571429,0.5,0,0.071428571,0.142857143,0.214285714,0.285714286,0.357142857,0.428571429,0.5,0,0.071428571,0.142857143,0.214285714,0.285714286,0.357142857,0.428571429,0.5,0,0.071428571,0.142857143,0.214285714,0.285714286,0.357142857,0.428571429,0.5,0,0.071428571,0.142857143,0.214285714,0.285714286,0.357142857,0.428571429,0.5,0,0.071428571,0.142857143,0.214285714,0.285714286,0.357142857,0.428571429,0.5,0,0.071428571,0.142857143,0.214285714,0.285714286,0.357142857,0.428571429,0.5,0,0.071428571,0.142857143,0.214285714,0.285714286,0.357142857,0.428571429,0.5,0,0.071428571,0.142857143,0.214285714,0.285714286,0.357142857,0.428571429,0.5
z (m) ,0,0,0,0,0,0,0,0,0.071428571,0.071428571,0.071428571,0.071428571,0.071428571,0.071428571,0.071428571,0.071428571,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.214285714,0.214285714,0.214285714,0.214285714,0.214285714,0.214285714,0.214285714,0.214285714,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.357142857,0.357142857,0.357142857,0.357142857,0.357142857,0.357142857,0.357142857,0.357142857,0.428571429,0.428571429,0.428571429,0.428571429,0.428571429,0.428571429,0.428571429,0.428571429,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.642857143,0.642857143,0.642857143,0.642857143,0.642857143,0.642857143,0.642857143,0.642857143,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.785714286,0.785714286,0.785714286,0.785714286,0.785714286,0.785714286,0.785714286,0.785714286,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.928571429,0.928571429,0.928571429,0.928571429,0.928571429,0.928571429,0.928571429,0.928571429,1,1,1,1,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t (hr) ,T (degC) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,27.99260474,27.99487298,27.99714217,27.99941056,28.00167741,28.00394218,28.00621493,28.00299988,27.99802211,28.00029514,28.00256911,28.00484229,28.00711392,28.00938347,28.011661,28.0084451,27.99801079,28.00028454,28.00255924,28.00483314,28.0071055,28.00937576,28.01165401,28.00843884,27.99801255,28.00028412,28.00255665,28.00482837,28.00709855,28.00936665,28.01164273,28.0084254,27.99801698,28.00028349,28.00255094,28.00481759,28.0070827,28.00934573,28.01161676,28.0083944,27.99802395,28.00028249,28.00254198,28.00480066,28.00705782,28.0093129,28.01157599,28.00834573,27.99803344,28.00028114,28.00252977,28.00477761,28.00702394,28.00926819,28.01152047,28.00827945,27.99804543,28.00027942,28.00251434,28.00474847,28.00698109,28.00921166,28.01145027,28.00819566,27.99805992,28.00027735,28.00249571,28.00471328,28.00692935,28.00914338,28.01136548,28.00809444,27.99807688,28.00027492,28.00247389,28.00467207,28.00686876,28.00906344,28.01126621,28.00797594,27.9980963,28.00027215,28.00244891,28.0046249,28.00679942,28.00897194,28.01115259,28.00784031,27.99811814,28.00026903,28.00242081,28.00457184,28.00672141,28.008869,28.01102475,28.00768771,27.99814253,28.00026571,28.00238977,28.00451309,28.00663496,28.0087549,28.01088302,28.00751849,27.99817983,28.00027259,28.00236623,28.00445913,28.00655061,28.00864018,28.01073797,28.00734327,27.99278813,27.99484677,27.99690626,27.99896503,28.0010224,28.0030779,28.00514165,28.00171868
0.1,23.4676054,26.53148353,30.38388297,34.26541523,38.15171364,42.03707198,45.91533146,43.3568676,24.97210651,28.71724564,33.47129049,38.26380857,43.0628012,47.86086505,52.64944662,49.10792216,24.97293016,28.71949633,33.47543107,38.2698624,43.07077262,47.87075439,52.6612398,49.11812939,24.97582625,28.71880889,33.47019468,38.26004023,43.0563585,47.85174918,52.63765055,49.09595316,24.98257861,28.71720394,33.45798084,38.23713165,43.02274071,47.80742426,52.58263489,49.04423387,24.99317932,28.71468428,33.43880604,38.20116688,42.96996329,47.73783744,52.49626442,48.96303843,25.00761485,28.71125313,33.41269472,38.15219181,42.89809358,47.6430775,52.37864931,48.85247045,25.02586679,28.70691487,33.37968021,38.09026892,42.80722325,47.52326533,52.22993962,48.71267097,25.04791185,28.70167503,33.33980459,38.01547717,42.69746818,47.37855369,52.05032496,48.54381825,25.07372194,28.69554029,33.2931187,37.92791191,42.56896829,47.20912709,51.84003433,48.34612756,25.10326414,28.68851847,33.2396821,37.82768481,42.42188747,47.0152016,51.59933593,48.11985103,25.13650077,28.68061853,33.17956292,37.71492372,42.25641332,46.79702458,51.32853676,47.86527728,25.17338874,28.6718498,33.112837,37.58977147,42.0727558,46.55487308,51.02798089,47.58273011,25.21207801,28.66021181,33.03724261,37.44969575,41.86811001,46.28566909,50.69432812,47.26991171,23.69255271,26.47950438,29.98412231,33.51526632,37.05075167,40.58538389,44.1134242,41.64609534
0.2,21.5039166,26.60011772,33.6273793,40.77036552,47.93595077,55.10499496,62.19267661,55.68652691,22.97949117,29.65578576,39.01427137,48.54110475,58.10117551,67.66698705,77.10437669,67.50187551,23.00376999,29.68868658,39.0617336,48.60380298,58.17924896,67.7604687,77.21184284,67.57658947,23.00862743,29.68716342,39.05127167,48.58424289,58.15055927,67.72264382,77.16496809,67.53631711,23.01977232,29.68339652,39.02659668,48.53828277,58.08323957,67.63395143,77.05512169,67.44207326,23.0372687,29.67748247,38.98785839,48.46612833,57.97755209,67.49471034,76.88267033,67.29411702,23.06109442,29.669429,38.93510647,48.36787191,57.83363201,67.3050986,76.64783445,67.09263741,23.09121908,29.65924638,38.86840823,48.24363889,57.65166296,67.06535811,76.35091367,66.83789148,23.12760427,29.64694761,38.7878487,48.09358766,57.43187696,66.77579457,75.99228657,66.53020406,23.1702036,29.63254835,38.69353059,47.91790953,57.17455421,66.43677713,75.57241038,66.1699674,23.21896274,29.61606698,38.5855742,47.71682855,56.8800229,66.04873817,75.09182059,65.75764095,23.27381933,29.59752432,38.46411698,47.4906009,56.54865834,65.61217224,74.55112976,65.29375038,23.33462477,29.57685325,38.32919924,47.23937467,56.18071643,65.12744308,73.95081594,64.77875796,23.37525665,29.52222881,38.13879294,46.91036782,55.71254702,64.52000489,73.20671145,64.15676845,21.85045971,26.49020897,32.88948435,39.39427751,45.91967987,52.44823796,58.90081951,52.81307204
0.3,20.29877161,26.977343,36.78364127,46.84933318,56.96757265,67.09543376,76.86424696,65.76699686,21.65344953,30.81956494,44.57909163,58.74247809,72.98825131,87.24938496,100.9063029,83.74534083,21.73669743,30.93822933,44.76454241,58.99983896,73.31861433,87.65275925,101.3670033,84.04048364,21.74374068,30.93672924,44.75036599,58.97266516,73.27837921,87.59943774,101.3007836,83.98628477,21.75771944,30.93018381,44.71298178,58.90353046,73.17730793,87.4663926,101.1369134,83.85443692,21.77964971,30.91988968,44.6542664,58.79496133,73.01859261,87.25747297,100.879599,83.64741815,21.80951316,30.9058715,44.57431046,58.64711693,72.80246153,86.97297606,100.5292003,83.3655099,21.84727179,30.88814725,44.47321611,58.46018606,72.52919063,86.61326507,100.0861648,83.00907195,21.89287745,30.86673953,44.35111226,58.23440707,72.19912835,86.17879865,99.55105719,82.57855877,21.94627199,30.84167564,44.20815457,57.97006781,71.81269549,85.67013071,98.92455984,82.07451924,22.00738723,30.81298745,44.04452524,57.66750524,71.37038471,85.08790976,98.2074715,81.49759608,22.07613566,30.78070031,43.86041797,57.32708582,70.87273609,84.43284998,97.4006774,80.84850917,22.15139711,30.74359432,43.6543208,56.94694956,70.31752879,83.70237797,96.50151834,80.12595866,22.14886812,30.58878991,43.2585134,56.30018133,69.41772559,82.54932122,95.11635612,79.08150561,20.71689406,26.80133963,35.73817024,44.91179354,54.13339127,63.36372041,72.26074959,61.97324189
0.4,19.49804677,27.52255532,39.86170497,52.64469314,65.51937361,78.40625897,90.45338759,74.5750356,20.76919366,32.16469922,50.1443884,68.84472693,87.69485263,106.5633756,123.9754377,98.61032535,20.93543217,32.41349557,50.55635313,69.43530368,88.46741312,107.5172988,125.0574769,99.27855158,20.94604064,32.4141901,50.54201886,69.40557296,88.42221776,107.4565512,124.9809152,99.21644826,20.96184681,32.40440178,50.49178152,69.31324894,88.28746634,107.2793211,124.7641117,99.04998489,20.9865737,32.38892916,50.41276517,69.16810993,88.07566783,107.000786,124.4234416,98.78848633,21.02024466,32.36785824,50.3051631,68.9704648,87.78724856,106.6214877,123.9595308,98.4323889,21.0628174,32.34121666,50.16911365,68.72056708,87.42257822,106.141912,123.3729733,97.98214795,21.11423764,32.30903841,50.00479029,68.41873541,86.9821218,105.5626706,122.664517,97.43833756,21.17443982,32.2713645,49.81240251,68.0653546,86.46644082,104.8845019,121.8350649,96.80165104,21.2433465,32.22824223,49.5921947,67.66087405,85.87619138,104.1082688,120.8856733,96.07289946,21.32081566,32.17966226,49.34435976,67.20569368,85.21198123,103.2347893,119.8173767,95.25291786,21.40302635,32.12102751,49.06251199,66.69135596,84.46321493,102.2513877,118.6167438,94.33439057,21.32741637,31.82097921,48.37834296,65.59955151,82.95873976,100.334541,116.3533744,92.74660815,19.95966494,27.27419935,38.52617288,50.18364887,61.92490502,73.67711028,84.65194089,69.99183928
0.5,19.00913375,28.20191405,42.86617094,58.19425077,73.66195942,89.13516575,103.0818373,82.38016344,20.27601667,33.68900144,55.70277572,78.82848718,102.1895412,125.5544733,146.2128109,112.2907609,20.54696035,34.11073489,56.4323963,79.89984653,103.6102036,127.3215073,148.2004668,113.4865065,20.56372514,34.1174231,56.42418699,79.87667017,103.5720716,127.2681397,148.1295526,113.4259367,20.58052573,34.10400381,56.36106164,79.76130087,103.4039205,127.0471723,147.8613201,113.2274524,20.60659468,34.08256304,56.26142938,79.57946124,103.1390212,126.6991754,147.4391024,112.915257,20.64208993,34.05336114,56.12574835,79.33183201,102.7782832,126.2252769,146.8641342,112.4901179,20.68696921,34.0164389,55.95419647,79.01873553,102.3221747,125.6260911,146.1371581,111.9525824,20.74117533,33.97184346,55.74699254,78.64057108,101.7712774,124.902382,145.2591013,111.3033357,20.80463916,33.91963162,55.50440067,78.19782072,101.1262934,124.0550722,144.2310831,110.5432057,20.8772768,33.85986655,55.22672569,77.69104313,100.388038,123.0852335,143.0544061,109.6731574,20.95880777,33.79239909,54.9140083,77.12046546,99.55692344,121.9934725,141.7299318,108.6939618,21.03996882,33.7056272,54.54933569,76.46299342,98.60346707,120.7441476,140.2199595,107.584953,20.86503435,33.21762843,53.49244536,74.79178704,96.3079654,117.8269232,136.8287885,105.3289308,19.49213827,27.87540679,41.25464669,55.24078963,69.35459875,83.47294721,96.18059486,77.10811114
